sku_1,sku_2,co_pick_frequency
SKU_00034,SKU_00706,1
SKU_00034,SKU_00965,1
SKU_00200,SKU_00398,1
SKU_00200,SKU_00900,2
SKU_00398,SKU_00900,1
SKU_00398,SKU_00965,1
SKU_00706,SKU_00965,1
SKU_00069,SKU_00153,1
SKU_00069,SKU_00186,1
SKU_00153,SKU_00186,1
SKU_00248,SKU_00601,1
SKU_00248,SKU_00726,1
SKU_00248,SKU_00965,1
SKU_00248,SKU_00972,2
SKU_00591,SKU_00601,2
SKU_00591,SKU_00965,1
SKU_00591,SKU_00972,1
SKU_00601,SKU_00965,1
SKU_00020,SKU_00591,1
SKU_00020,SKU_00813,1
SKU_00020,SKU_00967,1
SKU_00063,SKU_00967,1
SKU_00591,SKU_00967,1
SKU_00232,SKU_00344,1
SKU_00232,SKU_00393,1
SKU_00232,SKU_00415,1
SKU_00232,SKU_00784,1
SKU_00232,SKU_00893,2
SKU_00344,SKU_00393,2
SKU_00344,SKU_00512,1
SKU_00344,SKU_00784,1
SKU_00344,SKU_00893,2
SKU_00393,SKU_00415,1
SKU_00393,SKU_00893,1
SKU_00415,SKU_00512,1
SKU_00415,SKU_00784,1
SKU_00415,SKU_00893,1
SKU_00512,SKU_00784,2
SKU_00512,SKU_00893,1
SKU_00202,SKU_00286,1
SKU_00202,SKU_00359,1
SKU_00202,SKU_00611,1
SKU_00202,SKU_00939,2
SKU_00286,SKU_00359,1
SKU_00286,SKU_00939,1
SKU_00359,SKU_00939,1
SKU_00454,SKU_00577,1
SKU_00454,SKU_00605,1
SKU_00454,SKU_00674,1
SKU_00454,SKU_00901,1
SKU_00454,SKU_00939,1
SKU_00490,SKU_00577,2
SKU_00490,SKU_00605,2
SKU_00490,SKU_00674,1
SKU_00490,SKU_00939,1
SKU_00577,SKU_00674,1
SKU_00577,SKU_00939,1
SKU_00605,SKU_00901,1
SKU_00674,SKU_00901,1
SKU_00901,SKU_00939,1
SKU_00327,SKU_00361,1
SKU_00327,SKU_00663,1
SKU_00327,SKU_00799,1
SKU_00361,SKU_00663,1
SKU_00361,SKU_00799,1
SKU_00394,SKU_00716,1
SKU_00394,SKU_00799,1
SKU_00591,SKU_00663,1
SKU_00591,SKU_00716,1
SKU_00591,SKU_00799,1
SKU_00663,SKU_00716,1
SKU_00663,SKU_00799,1
SKU_00205,SKU_00480,1
SKU_00141,SKU_00563,1
SKU_00141,SKU_00582,1
SKU_00141,SKU_00617,1
SKU_00141,SKU_00668,1
SKU_00563,SKU_00617,1
SKU_00563,SKU_00668,1
SKU_00194,SKU_00868,2
SKU_00539,SKU_00803,1
SKU_00539,SKU_00868,1
SKU_00803,SKU_00868,1
SKU_00528,SKU_00552,1
SKU_00528,SKU_00885,1
SKU_00552,SKU_00740,1
SKU_00552,SKU_00885,1
SKU_00740,SKU_00885,1
SKU_00670,SKU_00694,1
SKU_00210,SKU_00502,1
SKU_00210,SKU_00714,1
SKU_00210,SKU_00959,1
SKU_00233,SKU_00522,1
SKU_00233,SKU_00523,1
SKU_00233,SKU_00714,1
SKU_00502,SKU_00714,1
SKU_00502,SKU_00959,1
SKU_00522,SKU_00523,1
SKU_00522,SKU_00834,1
SKU_00522,SKU_00959,1
SKU_00523,SKU_00714,1
SKU_00523,SKU_00834,1
SKU_00523,SKU_00959,1
SKU_00714,SKU_00834,1
SKU_00714,SKU_00959,1
SKU_00053,SKU_00408,1
SKU_00053,SKU_00576,1
SKU_00053,SKU_00778,1
SKU_00100,SKU_00319,1
SKU_00319,SKU_00576,1
SKU_00408,SKU_00576,2
SKU_00806,SKU_00829,1
SKU_00806,SKU_00921,1
SKU_00829,SKU_00921,1
SKU_00026,SKU_00186,1
SKU_00026,SKU_00340,1
SKU_00186,SKU_00881,2
SKU_00340,SKU_00881,1
SKU_00614,SKU_00984,2
SKU_00774,SKU_00946,1
SKU_00774,SKU_00984,1
SKU_00946,SKU_00984,1
SKU_00133,SKU_00228,1
SKU_00133,SKU_00651,1
SKU_00133,SKU_00682,1
SKU_00228,SKU_00682,1
SKU_00651,SKU_00682,1
SKU_00335,SKU_00687,1
SKU_00116,SKU_00212,1
SKU_00116,SKU_00470,1
SKU_00116,SKU_00894,1
SKU_00470,SKU_00894,1
SKU_00101,SKU_00123,1
SKU_00101,SKU_00139,1
SKU_00101,SKU_00630,1
SKU_00101,SKU_00695,1
SKU_00123,SKU_00139,1
SKU_00123,SKU_00630,3
SKU_00123,SKU_00695,1
SKU_00139,SKU_00630,1
SKU_00307,SKU_00600,1
SKU_00340,SKU_00532,1
SKU_00340,SKU_00668,1
SKU_00340,SKU_00825,1
SKU_00532,SKU_00668,1
SKU_00532,SKU_00825,1
SKU_00014,SKU_00165,1
SKU_00014,SKU_00951,1
SKU_00165,SKU_00951,1
SKU_00071,SKU_00550,1
SKU_00071,SKU_00613,1
SKU_00071,SKU_00790,1
SKU_00550,SKU_00677,1
SKU_00550,SKU_00790,1
SKU_00550,SKU_00815,1
SKU_00613,SKU_00677,1
SKU_00613,SKU_00790,2
SKU_00613,SKU_00815,1
SKU_00677,SKU_00790,1
SKU_00088,SKU_00980,1
SKU_00668,SKU_00959,1
SKU_00733,SKU_00959,1
SKU_00733,SKU_00980,1
SKU_00696,SKU_00759,1
SKU_00245,SKU_00259,1
SKU_00259,SKU_00384,1
SKU_00024,SKU_00025,2
SKU_00024,SKU_00066,1
SKU_00024,SKU_00231,1
SKU_00024,SKU_00312,2
SKU_00024,SKU_00475,2
SKU_00024,SKU_00684,1
SKU_00024,SKU_00971,1
SKU_00025,SKU_00231,2
SKU_00025,SKU_00312,1
SKU_00025,SKU_00475,1
SKU_00025,SKU_00684,2
SKU_00025,SKU_00971,1
SKU_00066,SKU_00231,1
SKU_00066,SKU_00312,1
SKU_00231,SKU_00971,2
SKU_00312,SKU_00475,1
SKU_00312,SKU_00684,1
SKU_00312,SKU_00971,1
SKU_00475,SKU_00971,1
SKU_00684,SKU_00971,1
SKU_00320,SKU_00957,2
SKU_00320,SKU_00996,1
SKU_00709,SKU_00957,1
SKU_00709,SKU_00996,1
SKU_00034,SKU_00283,1
SKU_00034,SKU_00705,1
SKU_00034,SKU_00756,2
SKU_00034,SKU_00813,1
SKU_00283,SKU_00404,1
SKU_00283,SKU_00705,1
SKU_00283,SKU_00756,1
SKU_00283,SKU_00813,1
SKU_00404,SKU_00813,1
SKU_00705,SKU_00813,1
SKU_00090,SKU_00602,1
SKU_00090,SKU_00614,1
SKU_00090,SKU_00727,1
SKU_00227,SKU_00459,1
SKU_00227,SKU_00602,1
SKU_00269,SKU_00459,1
SKU_00269,SKU_00614,1
SKU_00269,SKU_00727,1
SKU_00459,SKU_00602,1
SKU_00459,SKU_00614,1
SKU_00155,SKU_00281,1
SKU_00155,SKU_00650,1
SKU_00155,SKU_00667,1
SKU_00281,SKU_00410,1
SKU_00281,SKU_00547,2
SKU_00281,SKU_00637,1
SKU_00281,SKU_00667,2
SKU_00281,SKU_00815,2
SKU_00410,SKU_00637,1
SKU_00410,SKU_00650,2
SKU_00410,SKU_00667,1
SKU_00547,SKU_00637,1
SKU_00547,SKU_00815,1
SKU_00637,SKU_00667,1
SKU_00637,SKU_00815,1
SKU_00650,SKU_00667,1
SKU_00650,SKU_00815,1
SKU_00288,SKU_00523,1
SKU_00288,SKU_00582,1
SKU_00462,SKU_00989,1
SKU_00861,SKU_00989,3
SKU_00144,SKU_00203,2
SKU_00144,SKU_00337,1
SKU_00144,SKU_00739,1
SKU_00144,SKU_00837,1
SKU_00203,SKU_00337,1
SKU_00203,SKU_00739,1
SKU_00203,SKU_00948,1
SKU_00337,SKU_00407,1
SKU_00337,SKU_00837,1
SKU_00337,SKU_00991,1
SKU_00407,SKU_00837,1
SKU_00407,SKU_00948,1
SKU_00739,SKU_00837,1
SKU_00837,SKU_00991,1
SKU_00948,SKU_00991,1
SKU_00267,SKU_00573,1
SKU_00088,SKU_00325,1
SKU_00088,SKU_00500,1
SKU_00088,SKU_00785,1
SKU_00088,SKU_00824,1
SKU_00088,SKU_00998,1
SKU_00325,SKU_00785,1
SKU_00325,SKU_00824,1
SKU_00325,SKU_00920,1
SKU_00325,SKU_00998,1
SKU_00500,SKU_00785,1
SKU_00500,SKU_00824,1
SKU_00500,SKU_00998,1
SKU_00785,SKU_00920,1
SKU_00785,SKU_00998,1
SKU_00824,SKU_00920,1
SKU_00022,SKU_00098,1
SKU_00022,SKU_00301,1
SKU_00022,SKU_00415,1
SKU_00022,SKU_00535,1
SKU_00022,SKU_00894,1
SKU_00098,SKU_00301,1
SKU_00098,SKU_00535,2
SKU_00098,SKU_00854,1
SKU_00098,SKU_00894,1
SKU_00301,SKU_00535,1
SKU_00301,SKU_00894,1
SKU_00415,SKU_00854,1
SKU_00415,SKU_00894,2
SKU_00535,SKU_00854,1
SKU_00535,SKU_00894,1
SKU_00854,SKU_00894,1
SKU_00069,SKU_00133,2
SKU_00069,SKU_00238,1
SKU_00069,SKU_00474,1
SKU_00069,SKU_00492,1
SKU_00069,SKU_00500,1
SKU_00069,SKU_00679,1
SKU_00069,SKU_00866,1
SKU_00133,SKU_00238,1
SKU_00133,SKU_00474,2
SKU_00133,SKU_00492,1
SKU_00133,SKU_00679,1
SKU_00133,SKU_00866,1
SKU_00238,SKU_00474,1
SKU_00238,SKU_00492,1
SKU_00238,SKU_00500,1
SKU_00238,SKU_00679,1
SKU_00238,SKU_00866,1
SKU_00474,SKU_00500,1
SKU_00474,SKU_00679,1
SKU_00492,SKU_00500,1
SKU_00500,SKU_00866,1
SKU_00211,SKU_00659,1
SKU_00211,SKU_00709,1
SKU_00659,SKU_00709,1
SKU_00064,SKU_00348,1
SKU_00064,SKU_00433,1
SKU_00064,SKU_00971,1
SKU_00348,SKU_00842,1
SKU_00348,SKU_00971,1
SKU_00433,SKU_00971,1
SKU_00842,SKU_00971,1
SKU_00028,SKU_00575,1
SKU_00028,SKU_00960,1
SKU_00116,SKU_00334,1
SKU_00116,SKU_00575,1
SKU_00116,SKU_00766,1
SKU_00334,SKU_00575,1
SKU_00334,SKU_00766,1
SKU_00575,SKU_00766,1
SKU_00575,SKU_00960,1
SKU_00766,SKU_00960,1
SKU_00100,SKU_00233,1
SKU_00025,SKU_00723,1
SKU_00025,SKU_00725,1
SKU_00723,SKU_00725,1
SKU_00337,SKU_00367,1
SKU_00337,SKU_00390,1
SKU_00337,SKU_00443,2
SKU_00337,SKU_00666,2
SKU_00367,SKU_00666,1
SKU_00367,SKU_00729,1
SKU_00390,SKU_00729,1
SKU_00443,SKU_00688,1
SKU_00666,SKU_00729,1
SKU_00688,SKU_00729,1
SKU_00131,SKU_00180,1
SKU_00131,SKU_00610,1
SKU_00180,SKU_00610,1
SKU_00432,SKU_00610,1
SKU_00257,SKU_00914,1
SKU_00606,SKU_00618,1
SKU_00618,SKU_00652,1
SKU_00618,SKU_00748,1
SKU_00652,SKU_00678,1
SKU_00652,SKU_00872,1
SKU_00652,SKU_00927,1
SKU_00678,SKU_00748,1
SKU_00678,SKU_00872,1
SKU_00678,SKU_00927,2
SKU_00748,SKU_00872,1
SKU_00204,SKU_00236,1
SKU_00204,SKU_00828,1
SKU_00204,SKU_00870,1
SKU_00236,SKU_00554,1
SKU_00236,SKU_00620,2
SKU_00236,SKU_00828,1
SKU_00236,SKU_00922,1
SKU_00378,SKU_00620,1
SKU_00378,SKU_00828,1
SKU_00378,SKU_00870,1
SKU_00378,SKU_00922,1
SKU_00554,SKU_00828,2
SKU_00554,SKU_00870,1
SKU_00554,SKU_00922,1
SKU_00620,SKU_00870,1
SKU_00828,SKU_00870,1
SKU_00870,SKU_00922,1
SKU_00055,SKU_00453,1
SKU_00055,SKU_00606,1
SKU_00055,SKU_00682,1
SKU_00384,SKU_00570,1
SKU_00384,SKU_00606,1
SKU_00384,SKU_00852,1
SKU_00384,SKU_00875,1
SKU_00453,SKU_00570,1
SKU_00453,SKU_00682,1
SKU_00453,SKU_00852,1
SKU_00453,SKU_00875,1
SKU_00570,SKU_00682,1
SKU_00570,SKU_00875,1
SKU_00606,SKU_00875,1
SKU_00682,SKU_00875,1
SKU_00852,SKU_00875,1
SKU_00410,SKU_00579,1
SKU_00410,SKU_00604,2
SKU_00410,SKU_00755,1
SKU_00410,SKU_00795,1
SKU_00579,SKU_00604,2
SKU_00579,SKU_00755,1
SKU_00579,SKU_00815,1
SKU_00579,SKU_00864,1
SKU_00604,SKU_00755,1
SKU_00604,SKU_00795,1
SKU_00604,SKU_00815,1
SKU_00795,SKU_00864,1
SKU_00181,SKU_00529,1
SKU_00181,SKU_00974,1
SKU_00378,SKU_00974,1
SKU_00529,SKU_00974,1
SKU_00257,SKU_00479,1
SKU_00257,SKU_00569,1
SKU_00257,SKU_00841,1
SKU_00257,SKU_00900,1
SKU_00479,SKU_00569,3
SKU_00479,SKU_00841,1
SKU_00841,SKU_00900,1
SKU_00124,SKU_00430,1
SKU_00124,SKU_00969,1
SKU_00408,SKU_00969,1
SKU_00430,SKU_00969,1
SKU_00231,SKU_00912,1
SKU_00231,SKU_00951,1
SKU_00877,SKU_00912,2
SKU_00877,SKU_00951,1
SKU_00912,SKU_00951,1
SKU_00041,SKU_00289,1
SKU_00041,SKU_00416,1
SKU_00289,SKU_00352,1
SKU_00289,SKU_00416,1
SKU_00289,SKU_00977,1
SKU_00301,SKU_00977,2
SKU_00352,SKU_00416,1
SKU_00416,SKU_00977,2
SKU_00439,SKU_00666,1
SKU_00439,SKU_00700,1
SKU_00439,SKU_00943,1
SKU_00469,SKU_00666,1
SKU_00469,SKU_00700,2
SKU_00469,SKU_00943,1
SKU_00666,SKU_00700,1
SKU_00700,SKU_00943,1
SKU_00058,SKU_00134,1
SKU_00058,SKU_00177,1
SKU_00058,SKU_00704,1
SKU_00058,SKU_00848,1
SKU_00134,SKU_00704,1
SKU_00134,SKU_00854,1
SKU_00177,SKU_00704,1
SKU_00177,SKU_00848,1
SKU_00704,SKU_00848,1
SKU_00704,SKU_00854,1
SKU_00848,SKU_00854,1
SKU_00042,SKU_00490,1
SKU_00042,SKU_00742,1
SKU_00107,SKU_00742,1
SKU_00742,SKU_00756,1
SKU_00078,SKU_00324,1
SKU_00065,SKU_00090,1
SKU_00065,SKU_00315,2
SKU_00065,SKU_00771,1
SKU_00090,SKU_00279,1
SKU_00090,SKU_00315,1
SKU_00090,SKU_00771,1
SKU_00279,SKU_00315,2
SKU_00315,SKU_00771,1
SKU_00145,SKU_00364,1
SKU_00145,SKU_00856,1
SKU_00364,SKU_00543,1
SKU_00364,SKU_00856,1
SKU_00543,SKU_00586,1
SKU_00543,SKU_00856,1
SKU_00586,SKU_00856,1
SKU_00019,SKU_00365,1
SKU_00068,SKU_00237,1
SKU_00068,SKU_00983,1
SKU_00237,SKU_00365,1
SKU_00237,SKU_00563,1
SKU_00237,SKU_00983,1
SKU_00365,SKU_00563,1
SKU_00563,SKU_00983,1
SKU_00025,SKU_00552,1
SKU_00153,SKU_00839,1
SKU_00292,SKU_00552,1
SKU_00292,SKU_00751,1
SKU_00292,SKU_00839,1
SKU_00488,SKU_00552,1
SKU_00488,SKU_00751,1
SKU_00488,SKU_00839,1
SKU_00031,SKU_00193,1
SKU_00031,SKU_00211,1
SKU_00031,SKU_00677,1
SKU_00031,SKU_00837,1
SKU_00031,SKU_00840,2
SKU_00031,SKU_00938,1
SKU_00193,SKU_00211,1
SKU_00193,SKU_00533,2
SKU_00193,SKU_00677,2
SKU_00193,SKU_00837,1
SKU_00193,SKU_00840,1
SKU_00193,SKU_00938,1
SKU_00211,SKU_00533,1
SKU_00211,SKU_00840,1
SKU_00533,SKU_00837,1
SKU_00533,SKU_00938,1
SKU_00677,SKU_00837,1
SKU_00677,SKU_00938,1
SKU_00840,SKU_00938,1
SKU_00339,SKU_00999,1
SKU_00456,SKU_00524,1
SKU_00456,SKU_00686,1
SKU_00456,SKU_00805,1
SKU_00456,SKU_00824,1
SKU_00456,SKU_00999,1
SKU_00524,SKU_00686,2
SKU_00524,SKU_00805,1
SKU_00524,SKU_00824,1
SKU_00524,SKU_00999,1
SKU_00686,SKU_00805,1
SKU_00686,SKU_00824,1
SKU_00686,SKU_00999,1
SKU_00805,SKU_00824,1
SKU_00805,SKU_00999,1
SKU_00453,SKU_00712,1
SKU_00062,SKU_00641,2
SKU_00062,SKU_00830,1
SKU_00062,SKU_00987,2
SKU_00229,SKU_00269,1
SKU_00229,SKU_00830,1
SKU_00229,SKU_00987,1
SKU_00269,SKU_00641,1
SKU_00269,SKU_00987,1
SKU_00641,SKU_00830,1
SKU_00641,SKU_00987,1
SKU_00830,SKU_00835,1
SKU_00830,SKU_00987,1
SKU_00835,SKU_00987,1
SKU_00010,SKU_00253,1
SKU_00010,SKU_00572,1
SKU_00010,SKU_00800,2
SKU_00010,SKU_00805,1
SKU_00253,SKU_00441,2
SKU_00253,SKU_00800,1
SKU_00253,SKU_00805,1
SKU_00253,SKU_00976,1
SKU_00319,SKU_00572,1
SKU_00441,SKU_00800,2
SKU_00572,SKU_00800,1
SKU_00572,SKU_00805,1
SKU_00800,SKU_00805,1
SKU_00800,SKU_00976,1
SKU_00805,SKU_00976,1
SKU_00057,SKU_00490,1
SKU_00057,SKU_00577,2
SKU_00057,SKU_00778,1
SKU_00490,SKU_00649,1
SKU_00490,SKU_00778,1
SKU_00577,SKU_00649,2
SKU_00577,SKU_00884,1
SKU_00649,SKU_00778,1
SKU_00778,SKU_00884,1
SKU_00884,SKU_00947,1
SKU_00335,SKU_00998,2
SKU_00338,SKU_00462,1
SKU_00338,SKU_00683,1
SKU_00338,SKU_00998,1
SKU_00462,SKU_00541,1
SKU_00462,SKU_00683,1
SKU_00462,SKU_00998,1
SKU_00541,SKU_00683,1
SKU_00683,SKU_00998,1
SKU_00052,SKU_00299,1
SKU_00052,SKU_00366,1
SKU_00052,SKU_00519,1
SKU_00299,SKU_00366,1
SKU_00299,SKU_00519,1
SKU_00366,SKU_00519,1
SKU_00029,SKU_00812,1
SKU_00029,SKU_00967,1
SKU_00812,SKU_00967,1
SKU_00305,SKU_00564,1
SKU_00305,SKU_00611,1
SKU_00564,SKU_00611,1
SKU_00205,SKU_00753,1
SKU_00205,SKU_00840,1
SKU_00241,SKU_00742,1
SKU_00241,SKU_00753,2
SKU_00241,SKU_00840,1
SKU_00458,SKU_00742,1
SKU_00458,SKU_00753,1
SKU_00458,SKU_00809,1
SKU_00458,SKU_00840,1
SKU_00742,SKU_00753,1
SKU_00742,SKU_00809,1
SKU_00742,SKU_00840,1
SKU_00753,SKU_00809,1
SKU_00337,SKU_00968,1
SKU_00337,SKU_00990,1
SKU_00266,SKU_00734,1
SKU_00266,SKU_00785,1
SKU_00266,SKU_00825,1
SKU_00278,SKU_00734,1
SKU_00278,SKU_00785,1
SKU_00278,SKU_00825,1
SKU_00734,SKU_00785,1
SKU_00734,SKU_00825,1
SKU_00785,SKU_00825,1
SKU_00047,SKU_00260,2
SKU_00047,SKU_00624,1
SKU_00047,SKU_00716,1
SKU_00047,SKU_00922,1
SKU_00047,SKU_00987,1
SKU_00260,SKU_00922,1
SKU_00260,SKU_00987,1
SKU_00624,SKU_00942,1
SKU_00716,SKU_00743,1
SKU_00716,SKU_00942,1
SKU_00716,SKU_00987,2
SKU_00743,SKU_00987,1
SKU_00922,SKU_00942,1
SKU_00128,SKU_00183,1
SKU_00128,SKU_00417,1
SKU_00128,SKU_00611,1
SKU_00128,SKU_00950,1
SKU_00183,SKU_00350,1
SKU_00183,SKU_00417,1
SKU_00183,SKU_00950,1
SKU_00350,SKU_00417,1
SKU_00611,SKU_00950,1
SKU_00282,SKU_00376,1
SKU_00282,SKU_00401,1
SKU_00282,SKU_00841,2
SKU_00282,SKU_00872,1
SKU_00376,SKU_00644,1
SKU_00376,SKU_00872,1
SKU_00379,SKU_00401,1
SKU_00379,SKU_00644,1
SKU_00379,SKU_00841,1
SKU_00401,SKU_00644,1
SKU_00401,SKU_00841,1
SKU_00841,SKU_00872,1
SKU_00345,SKU_00508,1
SKU_00345,SKU_00816,1
SKU_00508,SKU_00816,1
SKU_00121,SKU_00868,1
SKU_00714,SKU_00868,1
SKU_00010,SKU_00568,1
SKU_00028,SKU_00568,2
SKU_00028,SKU_00780,1
SKU_00028,SKU_00842,1
SKU_00050,SKU_00780,1
SKU_00050,SKU_00836,1
SKU_00050,SKU_00842,2
SKU_00568,SKU_00780,1
SKU_00568,SKU_00836,1
SKU_00836,SKU_00842,1
SKU_00176,SKU_00662,1
SKU_00176,SKU_00722,1
SKU_00662,SKU_00722,1
SKU_00382,SKU_00575,1
SKU_00403,SKU_00661,1
SKU_00403,SKU_00703,1
SKU_00403,SKU_00864,1
SKU_00403,SKU_00950,1
SKU_00571,SKU_00661,3
SKU_00571,SKU_00919,1
SKU_00661,SKU_00703,3
SKU_00661,SKU_00864,1
SKU_00661,SKU_00919,1
SKU_00661,SKU_00950,1
SKU_00703,SKU_00864,1
SKU_00703,SKU_00919,1
SKU_00864,SKU_00919,1
SKU_00864,SKU_00950,1
SKU_00919,SKU_00950,1
SKU_00008,SKU_00222,1
SKU_00008,SKU_00812,2
SKU_00008,SKU_00901,1
SKU_00148,SKU_00222,1
SKU_00148,SKU_00452,1
SKU_00148,SKU_00812,1
SKU_00148,SKU_00901,1
SKU_00222,SKU_00452,1
SKU_00222,SKU_00812,1
SKU_00452,SKU_00812,2
SKU_00452,SKU_00901,1
SKU_00812,SKU_00901,1
SKU_00473,SKU_00887,1
SKU_00781,SKU_00887,1
SKU_00129,SKU_00167,1
SKU_00129,SKU_00220,1
SKU_00129,SKU_00534,1
SKU_00129,SKU_00716,2
SKU_00167,SKU_00220,1
SKU_00167,SKU_00534,2
SKU_00167,SKU_00716,2
SKU_00220,SKU_00716,1
SKU_00534,SKU_00964,1
SKU_00141,SKU_00235,1
SKU_00169,SKU_00230,1
SKU_00169,SKU_00235,2
SKU_00169,SKU_00762,1
SKU_00230,SKU_00235,2
SKU_00230,SKU_00762,1
SKU_00072,SKU_00249,1
SKU_00072,SKU_00316,1
SKU_00072,SKU_00473,1
SKU_00072,SKU_00616,2
SKU_00110,SKU_00249,1
SKU_00110,SKU_00316,1
SKU_00110,SKU_00425,2
SKU_00110,SKU_00473,1
SKU_00249,SKU_00316,1
SKU_00249,SKU_00425,1
SKU_00249,SKU_00473,1
SKU_00249,SKU_00616,1
SKU_00316,SKU_00451,1
SKU_00316,SKU_00473,1
SKU_00316,SKU_00616,1
SKU_00425,SKU_00451,1
SKU_00425,SKU_00616,1
SKU_00451,SKU_00473,1
SKU_00451,SKU_00616,1
SKU_00473,SKU_00616,1
SKU_00059,SKU_00469,2
SKU_00059,SKU_00926,1
SKU_00469,SKU_00689,1
SKU_00469,SKU_00926,1
SKU_00509,SKU_00689,1
SKU_00789,SKU_00926,1
SKU_00059,SKU_00332,1
SKU_00059,SKU_00654,1
SKU_00059,SKU_00687,1
SKU_00332,SKU_00654,2
SKU_00654,SKU_00687,1
SKU_00654,SKU_00800,1
SKU_00687,SKU_00800,1
SKU_00466,SKU_00576,1
SKU_00466,SKU_00902,1
SKU_00466,SKU_00932,1
SKU_00582,SKU_00902,1
SKU_00582,SKU_00932,1
SKU_00902,SKU_00932,1
SKU_00360,SKU_00877,2
SKU_00123,SKU_00332,1
SKU_00123,SKU_00829,1
SKU_00123,SKU_00945,1
SKU_00332,SKU_00664,1
SKU_00332,SKU_00829,2
SKU_00332,SKU_00945,1
SKU_00664,SKU_00945,1
SKU_00272,SKU_00676,1
SKU_00272,SKU_00910,1
SKU_00272,SKU_00944,1
SKU_00272,SKU_00945,1
SKU_00347,SKU_00676,1
SKU_00676,SKU_00910,1
SKU_00676,SKU_00944,1
SKU_00910,SKU_00944,1
SKU_00008,SKU_00078,1
SKU_00008,SKU_00991,1
SKU_00078,SKU_00303,1
SKU_00078,SKU_00959,1
SKU_00078,SKU_00991,1
SKU_00303,SKU_00991,1
SKU_00959,SKU_00991,1
SKU_00258,SKU_00350,1
SKU_00258,SKU_00756,1
SKU_00190,SKU_00475,2
SKU_00190,SKU_00759,1
SKU_00475,SKU_00759,2
SKU_00475,SKU_00940,1
SKU_00759,SKU_00995,1
SKU_00111,SKU_00226,1
SKU_00111,SKU_00547,1
SKU_00226,SKU_00399,1
SKU_00255,SKU_00399,1
SKU_00255,SKU_00547,1
SKU_00002,SKU_00073,1
SKU_00002,SKU_00109,1
SKU_00002,SKU_00192,1
SKU_00002,SKU_00625,1
SKU_00002,SKU_00841,1
SKU_00073,SKU_00543,1
SKU_00073,SKU_00625,1
SKU_00073,SKU_00841,1
SKU_00109,SKU_00467,1
SKU_00109,SKU_00543,2
SKU_00109,SKU_00625,1
SKU_00192,SKU_00543,2
SKU_00192,SKU_00625,1
SKU_00192,SKU_00841,1
SKU_00467,SKU_00625,1
SKU_00543,SKU_00625,1
SKU_00625,SKU_00841,1
SKU_00212,SKU_00443,1
SKU_00212,SKU_00468,1
SKU_00212,SKU_00928,1
SKU_00283,SKU_00443,1
SKU_00283,SKU_00468,1
SKU_00283,SKU_00928,1
SKU_00443,SKU_00928,1
SKU_00039,SKU_00109,1
SKU_00039,SKU_00181,2
SKU_00039,SKU_00946,1
SKU_00109,SKU_00402,1
SKU_00181,SKU_00402,1
SKU_00181,SKU_00416,1
SKU_00402,SKU_00946,1
SKU_00416,SKU_00946,1
SKU_00140,SKU_00367,1
SKU_00140,SKU_00478,1
SKU_00140,SKU_00753,1
SKU_00140,SKU_00803,1
SKU_00140,SKU_00817,1
SKU_00367,SKU_00478,1
SKU_00367,SKU_00753,1
SKU_00367,SKU_00803,1
SKU_00367,SKU_00817,1
SKU_00478,SKU_00726,1
SKU_00726,SKU_00753,1
SKU_00753,SKU_00803,1
SKU_00071,SKU_00482,1
SKU_00071,SKU_00798,1
SKU_00482,SKU_00851,1
SKU_00482,SKU_00894,1
SKU_00798,SKU_00851,2
SKU_00798,SKU_00894,1
SKU_00851,SKU_00894,1
SKU_00053,SKU_00508,1
SKU_00238,SKU_00508,1
SKU_00508,SKU_00590,1
SKU_00210,SKU_00280,1
SKU_00210,SKU_00640,2
SKU_00210,SKU_00725,1
SKU_00210,SKU_00818,1
SKU_00280,SKU_00725,1
SKU_00280,SKU_00874,1
SKU_00640,SKU_00725,1
SKU_00725,SKU_00742,2
SKU_00725,SKU_00818,1
SKU_00742,SKU_00874,1
SKU_00397,SKU_00461,1
SKU_00397,SKU_00619,1
SKU_00397,SKU_00788,1
SKU_00461,SKU_00619,1
SKU_00461,SKU_00788,1
SKU_00619,SKU_00765,1
SKU_00619,SKU_00788,1
SKU_00765,SKU_00788,1
SKU_00033,SKU_00579,1
SKU_00033,SKU_00925,1
SKU_00033,SKU_00998,1
SKU_00043,SKU_00579,1
SKU_00043,SKU_00840,1
SKU_00043,SKU_00998,1
SKU_00328,SKU_00579,1
SKU_00328,SKU_00925,1
SKU_00328,SKU_00998,1
SKU_00579,SKU_00840,1
SKU_00579,SKU_00925,1
SKU_00579,SKU_00998,1
SKU_00840,SKU_00925,1
SKU_00840,SKU_00998,1
SKU_00925,SKU_00998,1
SKU_00228,SKU_00259,1
SKU_00069,SKU_00408,2
SKU_00069,SKU_00615,1
SKU_00069,SKU_00702,1
SKU_00069,SKU_00878,1
SKU_00108,SKU_00408,1
SKU_00108,SKU_00702,1
SKU_00108,SKU_00878,2
SKU_00408,SKU_00615,1
SKU_00408,SKU_00878,1
SKU_00615,SKU_00702,1
SKU_00702,SKU_00878,1
SKU_00201,SKU_00281,1
SKU_00201,SKU_00883,1
SKU_00201,SKU_00953,1
SKU_00281,SKU_00619,1
SKU_00281,SKU_00883,1
SKU_00320,SKU_00619,1
SKU_00320,SKU_00883,1
SKU_00320,SKU_00907,1
SKU_00619,SKU_00883,1
